Ticker,Name,Sector,Score,Tier,Session,PM Change %,PM Volume,PM Price,Prev Close,Gap %,L1 Catalyst,L2 Volume,L3 Price,L4 RS,L5 Options,Data Sources
CI,Cigna Corporation,Healthcare,2,SKIP,after-hours,8.8,1371612,289.48,280.68,3.14,"EPS surprise -100.0%; Analyst downgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.1% of ADV (need ≥20%),Gap +3.1% vs prior close; Above prior day high (284.12); Testing/reclaiming 50-day MA (279.76); Testing/reclaiming 200-day MA (281.86); Pre-mkt price above prior VWAP proxy (287.60),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AMZN,"Amazon.com, Inc.",Consumer Cyclical,2,SKIP,after-hours,-7.76,54149200,246.03,253.79,-3.06,"EPS surprise -100.0%; Strong analyst consensus: 13 analysts, EPS $6.29 tight range (±10%); Revenue estimate +17.4% vs prior period ($331.7B avg, 22 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 13.4% of ADV (need ≥20%),Gap -3.1% vs prior close,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
NUE,Nucor Corporation,Basic Materials,2,SKIP,after-hours,-7.89,1423616,254.39,262.28,-3.01,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.0% of ADV (need ≥20%),Gap -3.0% vs prior close,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MS,Morgan Stanley,Financial Services,2,SKIP,after-hours,-6.34,4874761,211.93,218.27,-2.9,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.3% of ADV (need ≥20%),Gap -2.9% vs prior close,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
SYY,Sysco Corporation,Consumer Defensive,2,SKIP,after-hours,1.94,2734695,76.29,74.35,2.61,"EPS surprise -100.0%; Revenue estimate +7.4% vs prior period ($23.8B avg, 3 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.1% of ADV (need ≥20%),Gap +2.6% vs prior close; Testing/reclaiming 50-day MA (74.44); Pre-mkt price above prior VWAP proxy (75.73),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MCK,McKesson Corporation,Healthcare,2,SKIP,after-hours,18.71,690296,775.66,756.95,2.47,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 5.1% of ADV (need ≥20%),Gap +2.5% vs prior close; Above prior day high (759.09); Pre-mkt price above prior VWAP proxy (772.26),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
SJM,The J. M. Smucker Company,Consumer Defensive,2,SKIP,after-hours,2.42,1840758,103.54,101.12,2.39,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.1% of ADV (need ≥20%),Gap +2.4% vs prior close; Above prior day high (103.23); Testing/reclaiming 200-day MA (103.41); Pre-mkt price above prior VWAP proxy (103.26),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
BG,Bunge Global S.A.,Consumer Defensive,2,SKIP,after-hours,-2.96,1320935,126.46,129.42,-2.29,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 7.6% of ADV (need ≥20%),Gap -2.3% vs prior close; Testing/reclaiming 50-day MA (125.13),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
DGX,Quest Diagnostics Incorporated,Healthcare,2,SKIP,after-hours,4.17,583552,200.29,196.12,2.13,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 7.5% of ADV (need ≥20%),Gap +2.1% vs prior close; Testing/reclaiming 50-day MA (194.24); Pre-mkt price above prior VWAP proxy (199.71),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
EIX,Edison International,Utilities,2,SKIP,after-hours,1.52,2423383,73.33,71.81,2.12,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.9% of ADV (need ≥20%),Gap +2.1% vs prior close; Above prior day high (72.09); Testing/reclaiming 50-day MA (70.85); Pre-mkt price above prior VWAP proxy (73.04),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
BRK-B,Berkshire Hathaway Inc.,Financial Services,2,SKIP,after-hours,9.5,8445257,488.13,478.63,1.98,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 16.5% of ADV (need ≥20%),Gap +2.0% vs prior close; Above prior day high (482.94); Testing/reclaiming 50-day MA (476.81); Testing/reclaiming 200-day MA (490.45); Pre-mkt price above prior VWAP proxy (486.16),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
C,Citigroup Inc.,Financial Services,2,SKIP,after-hours,-2.68,10412749,132.47,135.15,-1.98,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 9.9% of ADV (need ≥20%),Gap -2.0% vs prior close,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
CAH,"Cardinal Health, Inc.",Healthcare,2,SKIP,after-hours,3.97,1050067,205.71,201.74,1.97,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 4.6% of ADV (need ≥20%),Gap +2.0% vs prior close; Above prior day high (201.95); Testing/reclaiming 50-day MA (202.09); Pre-mkt price above prior VWAP proxy (205.45),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
YUM,"Yum! Brands, Inc.",Consumer Cyclical,2,SKIP,after-hours,2.79,1308234,150.87,148.08,1.88,"EPS surprise -100.0%; Strong analyst consensus: 15 analysts, EPS $2.50 tight range (±5%); Revenue estimate +23.3% vs prior period ($3.1B avg, 8 analysts); Analyst upgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.5% of ADV (need ≥20%),Gap +1.9% vs prior close; Above prior day high (150.37); Pre-mkt price above prior VWAP proxy (150.06),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MAR,"Marriott International, Inc.",Consumer Cyclical,2,SKIP,after-hours,7.21,1974377,392.51,385.3,1.87,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 14.1% of ADV (need ≥20%),Gap +1.9% vs prior close; Above prior day high (385.98); Pre-mkt price above prior VWAP proxy (391.87),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
PFG,"Principal Financial Group, Inc.",Financial Services,2,SKIP,after-hours,1.71,1392146,105.22,103.51,1.65,"EPS surprise -100.0%; Revenue estimate +9.0% vs prior period ($5.4B avg, 2 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 12.5% of ADV (need ≥20%),Gap +1.7% vs prior close; Above prior day high (103.57); Pre-mkt price above prior VWAP proxy (104.72),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
LH,Labcorp Holdings Inc.,Healthcare,2,SKIP,after-hours,4.18,335156,265.15,260.97,1.6,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 5.8% of ADV (need ≥20%),Gap +1.6% vs prior close; Testing/reclaiming 50-day MA (262.15); Pre-mkt price above prior VWAP proxy (264.23),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
URI,"United Rentals, Inc.",Industrials,2,SKIP,after-hours,-16.85,414793,1067.77,1084.62,-1.55,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.2% of ADV (need ≥20%),Gap -1.6% vs prior close,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,2,SKIP,after-hours,-3.11,619178,204.98,208.09,-1.49,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 5.0% of ADV (need ≥20%),Gap -1.5% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 78th percentile; ATM IV 53% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
SYK,Stryker Corporation,Healthcare,2,SKIP,after-hours,4.45,2122814,305.66,301.21,1.48,"EPS surprise -100.0%; Strong analyst consensus: 15 analysts, EPS $6.19 tight range (±4%); Revenue estimate +18.9% vs prior period ($9.2B avg, 6 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.9% of ADV (need ≥20%),Gap +1.5% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 99th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ECL,Ecolab Inc.,Basic Materials,2,SKIP,after-hours,3.64,1055968,257.97,254.33,1.43,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.0% of ADV (need ≥20%),Gap +1.4% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 78th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
CRH,CRH plc,Basic Materials,2,SKIP,after-hours,-1.51,2096522,105.06,106.57,-1.42,"EPS surprise -100.0%; Analyst upgrade today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 4.2% of ADV (need ≥20%),Gap -1.4% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 76th percentile; ATM IV 67% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
XOM,Exxon Mobil Corporation,Energy,2,SKIP,after-hours,-2.12,10739879,149.92,152.04,-1.39,"EPS surprise -100.0%; High analyst uncertainty: EPS range $1.88–$2.97 (44% spread); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.4% of ADV (need ≥20%),Gap -1.4% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 92th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
PTC,PTC Inc.,Technology,2,SKIP,after-hours,-1.79,1110909,137.0,138.79,-1.29,"EPS surprise -100.0%; Revenue estimate +5.3% vs prior period ($0.8B avg, 9 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 7.5% of ADV (need ≥20%),Gap -1.3% — no key level break,Stock +0.0% — insufficient RS edge,ATM IV 57% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
POOL,Pool Corporation,Industrials,2,SKIP,after-hours,2.3,1307731,185.52,183.22,1.26,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 15.1% of ADV (need ≥20%),Gap +1.3% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 53th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AVY,Avery Dennison Corporation,Consumer Cyclical,2,SKIP,after-hours,1.93,537339,155.18,153.25,1.26,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.1% of ADV (need ≥20%),Pre-mkt price above prior VWAP proxy (154.71),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
DHR,Danaher Corporation,Healthcare,2,SKIP,after-hours,-2.34,2419689,184.3,186.64,-1.25,"EPS surprise -100.0%; Revenue estimate +14.2% vs prior period ($7.8B avg, 5 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 5.1% of ADV (need ≥20%),Testing/reclaiming 50-day MA (180.95),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,2,SKIP,after-hours,5.09,1528438,446.83,441.74,1.15,"EPS surprise -100.0%; Revenue estimate +5.1% vs prior period ($3.9B avg, 9 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 11.4% of ADV (need ≥20%),Testing/reclaiming 50-day MA (436.94); Testing/reclaiming 200-day MA (437.17),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AMGN,Amgen Inc.,Healthcare,2,SKIP,after-hours,3.98,3449414,349.58,345.6,1.15,"EPS surprise -100.0%; Analyst maintain today; 1 article(s) — ""Amgen: A Biotech Giant's Path to Recovery and Growth"" (The Motley Fool)",Pre-mkt vol 14.1% of ADV (need ≥20%),Above prior day high (349.18); Testing/reclaiming 50-day MA (340.69),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
BNY,Bank of New York Mellon Corp,Financial Services,2,SKIP,after-hours,-1.63,2190417,142.39,144.02,-1.13,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.1% of ADV (need ≥20%),Gap -1.1% — no key level break,Stock +0.0% — insufficient RS edge,Call/Put vol ratio 7.7×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
WM,"Waste Management, Inc.",Industrials,2,SKIP,after-hours,2.33,2205772,220.4,218.06,1.07,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 9.6% of ADV (need ≥20%),Gap +1.1% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 57th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,2,SKIP,after-hours,-2.26,1931813,214.39,216.65,-1.04,"EPS surprise -100.0%; High analyst uncertainty: EPS range $2.57–$3.39 (28% spread); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.8% of ADV (need ≥20%),Gap -1.0% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 56th percentile; ATM IV 55% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
SPGI,S&P Global Inc.,Financial Services,2,SKIP,after-hours,4.32,2239662,424.44,420.12,1.03,"EPS surprise -100.0%; Analyst maintain today; 1 article(s) — ""Marvell Technology and Flex Set to Join S&P 500; Others to J"" (GuruFocus)",Pre-mkt vol 10.2% of ADV (need ≥20%),Testing/reclaiming 50-day MA (424.57); Pre-mkt price above prior VWAP proxy (424.08),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
HSY,The Hershey Company,Consumer Defensive,2,SKIP,after-hours,1.87,1190459,184.58,182.71,1.02,"EPS surprise -100.0%; Analyst upgrade today; 1 article(s) — ""Hershey (HSY) Increases Despite Market Slip: Here's What You"" (Zacks Investment Research)",Pre-mkt vol 6.4% of ADV (need ≥20%),Gap +1.0% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 51th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
DLR,"Digital Realty Trust, Inc.",Real Estate,2,SKIP,after-hours,-1.91,1880380,186.79,188.7,-1.01,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 9.6% of ADV (need ≥20%),Gap -1.0% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 68th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AME,"AMETEK, Inc.",Industrials,2,SKIP,after-hours,-2.21,689997,226.55,228.76,-0.97,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 5.8% of ADV (need ≥20%),Gap -1.0% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 57th percentile; Call/Put vol ratio 4.6×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
BA,The Boeing Company,Industrials,2,SKIP,after-hours,-1.97,4722129,215.45,217.42,-0.91,"EPS surprise +100.0%; Revenue estimate +7.9% vs prior period ($35.1B avg, 6 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.2% of ADV (need ≥20%),Gap -0.9% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 64th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
LMT,Lockheed Martin Corporation,Industrials,2,SKIP,after-hours,4.71,900804,523.76,519.05,0.91,"EPS surprise -100.0%; Revenue estimate +11.1% vs prior period ($24.8B avg, 5 analysts); Analyst maintain today; 1 article(s) — ""Lockheed Martin Investigation Initiated: Kahn Swick & Foti, "" (PRNewsWire)",Pre-mkt vol 7.5% of ADV (need ≥20%),Above prior day high (522.70),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
WST,"West Pharmaceutical Services, Inc.",Healthcare,2,SKIP,after-hours,-2.82,442861,314.5,317.32,-0.89,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.0% of ADV (need ≥20%),Gap -0.9% — no key level break,Stock +0.0% — insufficient RS edge,Call/Put vol ratio 4.0×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TDG,TransDigm Group Incorporated,Industrials,2,SKIP,after-hours,10.65,206133,1238.74,1228.09,0.87,"EPS surprise -100.0%; Revenue estimate +7.4% vs prior period ($3.7B avg, 6 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 5.2% of ADV (need ≥20%),Testing/reclaiming 50-day MA (1201.46); Pre-mkt price above prior VWAP proxy (1233.66),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MLM,"Martin Marietta Materials, Inc.",Basic Materials,2,SKIP,after-hours,-5.03,545274,575.83,580.86,-0.87,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 9.7% of ADV (need ≥20%),Gap -0.9% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 55th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
GWW,"W.W. Grainger, Inc.",Industrials,2,SKIP,after-hours,10.64,245967,1300.01,1289.37,0.83,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 9.3% of ADV (need ≥20%),Above prior day high (1300.00); Pre-mkt price above prior VWAP proxy (1296.66),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ISRG,"Intuitive Surgical, Inc.",Healthcare,2,SKIP,after-hours,3.24,2745418,422.06,418.82,0.77,"EPS surprise -100.0%; Strong analyst consensus: 15 analysts, EPS $3.51 tight range (±5%); Revenue estimate +9.8% vs prior period ($4.0B avg, 9 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.7% of ADV (need ≥20%),Gap +0.8% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 52th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
UNH,UnitedHealth Group Incorporated,Healthcare,2,SKIP,after-hours,3.0,10606248,399.47,396.47,0.76,"EPS surprise -100.0%; Strong analyst consensus: 15 analysts, EPS $3.78 tight range (±6%); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 14.7% of ADV (need ≥20%),Gap +0.8% — no key level break,Stock +0.0% — insufficient RS edge,Call/Put vol ratio 4.3×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
EXPE,"Expedia Group, Inc.",Consumer Cyclical,2,SKIP,after-hours,1.7,1830566,228.88,227.18,0.75,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.3% of ADV (need ≥20%),Gap +0.7% — no key level break,Stock +0.0% — insufficient RS edge,ATM IV 52% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
VMC,Vulcan Materials Company,Basic Materials,2,SKIP,after-hours,-1.68,1189198,281.38,283.06,-0.59,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.2% of ADV (need ≥20%),Testing/reclaiming 50-day MA (282.50),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,2,SKIP,after-hours,1.64,1142528,284.95,283.31,0.58,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 11.6% of ADV (need ≥20%),Above prior day high (284.04); Pre-mkt price above prior VWAP proxy (284.68),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
LLY,Eli Lilly and Company,Healthcare,2,SKIP,after-hours,6.15,4079082,1131.42,1125.27,0.55,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 12.8% of ADV (need ≥20%),Gap +0.5% — no key level break,Stock +0.0% — insufficient RS edge,IV rank 60th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
