Ticker,Name,Sector,Score,Tier,Session,PM Change %,PM Volume,PM Price,Prev Close,Gap %,L1 Catalyst,L2 Volume,L3 Price,L4 RS,L5 Options,Data Sources
CEG,Constellation Energy Corporation,Utilities,3,WATCH,after-hours,-9.76,4041500,254.83,264.59,-3.69,"EPS surprise -100.0%; High analyst uncertainty: EPS range $4.05–$5.89 (36% spread); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 9.3% of ADV (need ≥20%),Gap -3.7% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 95th percentile; ATM IV 50% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
VTR,"Ventas, Inc.",Real Estate,3,WATCH,after-hours,2.92,3615194,82.02,79.1,3.69,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.6% of ADV (need ≥20%),Gap +3.7% vs prior close; Above prior day high (80.39); Testing/reclaiming 200-day MA (78.66); Pre-mkt price above prior VWAP proxy (81.25),Stock +0.0% — insufficient RS edge,IV rank 87th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TEL,TE Connectivity Ltd.,Technology,3,WATCH,after-hours,-8.1,1853897,212.65,220.75,-3.67,"EPS surprise -100.0%; Analyst downgrade today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.5% of ADV (need ≥20%),Gap -3.7% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 62th percentile; Call/Put vol ratio 7.7×; ATM IV 51% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ERIE,Erie Indemnity Company,Financial Services,3,WATCH,after-hours,7.71,154161,227.22,219.51,3.51,"EPS surprise -100.0%; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.8% of ADV (need ≥20%),Gap +3.5% vs prior close; Above prior day high (220.07); Pre-mkt price above prior VWAP proxy (224.97),Stock +0.0% — insufficient RS edge,IV rank 96th percentile; Call/Put vol ratio 6.2×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,3,WATCH,after-hours,-1.84,2635216,51.28,53.12,-3.46,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 13.7% of ADV (need ≥20%),Gap -3.5% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 72th percentile; ATM IV 60% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
KO,The Coca-Cola Company,Consumer Defensive,3,WATCH,after-hours,2.66,17237219,79.48,76.82,3.46,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 11.1% of ADV (need ≥20%),Gap +3.5% vs prior close; Testing/reclaiming 50-day MA (78.03); Pre-mkt price above prior VWAP proxy (79.23),Stock +0.0% — insufficient RS edge,IV rank 100th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
CF,"CF Industries Holdings, Inc.",Basic Materials,3,WATCH,after-hours,-4.03,2234175,113.49,117.52,-3.43,"EPS surprise -100.0%; Revenue estimate +13.4% vs prior period ($1.5B avg, 2 analysts); High analyst uncertainty: EPS range $0.59–$0.85 (36% spread); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.1% of ADV (need ≥20%),Gap -3.4% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 51th percentile; ATM IV 61% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
WRB,W. R. Berkley Corporation,Financial Services,3,WATCH,after-hours,2.26,1486669,68.57,66.31,3.41,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.6% of ADV (need ≥20%),Gap +3.4% vs prior close; Above prior day high (67.99); Testing/reclaiming 50-day MA (66.38); Pre-mkt price above prior VWAP proxy (68.12),Stock +0.0% — insufficient RS edge,IV rank 55th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ROK,"Rockwell Automation, Inc.",Industrials,3,WATCH,after-hours,-15.53,840779,446.71,462.24,-3.36,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 11.5% of ADV (need ≥20%),Gap -3.4% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 92th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
VEEV,Veeva Systems Inc.,Healthcare,3,WATCH,after-hours,-5.99,2499436,172.61,178.6,-3.35,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 9.0% of ADV (need ≥20%),Gap -3.4% vs prior close; Testing/reclaiming 50-day MA (166.30),Stock +0.0% — insufficient RS edge,IV rank 96th percentile; ATM IV 51% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
PWR,"Quanta Services, Inc.",Industrials,3,WATCH,after-hours,-24.06,1035542,695.11,719.17,-3.35,"EPS surprise -100.0%; Analyst upgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.9% of ADV (need ≥20%),Gap -3.3% vs prior close; Testing/reclaiming 50-day MA (665.67),Stock +0.0% — insufficient RS edge,IV rank 100th percentile; ATM IV 51% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TRV,"The Travelers Companies, Inc.",Financial Services,3,WATCH,after-hours,9.82,1150748,303.25,293.43,3.35,"EPS surprise -100.0%; Strong analyst consensus: 15 analysts, EPS $9.73 tight range (±4%); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.1% of ADV (need ≥20%),Gap +3.3% vs prior close; Above prior day high (297.06); Testing/reclaiming 50-day MA (299.15); Pre-mkt price above prior VWAP proxy (300.86),Stock +0.0% — insufficient RS edge,IV rank 59th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
FTNT,"Fortinet, Inc.",Technology,3,WATCH,after-hours,-4.99,7117123,144.68,149.67,-3.33,"EPS surprise -100.0%; Strong analyst consensus: 12 analysts, EPS $1.03 tight range (±6%); Revenue estimate +8.5% vs prior period ($2.6B avg, 11 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 11.0% of ADV (need ≥20%),Gap -3.3% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 88th percentile; ATM IV 52% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
EME,"EMCOR Group, Inc.",Industrials,3,WATCH,after-hours,-27.99,253639,817.44,845.43,-3.31,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 7.1% of ADV (need ≥20%),Gap -3.3% vs prior close,Stock +0.0% — insufficient RS edge,ATM IV 52% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TSN,"Tyson Foods, Inc.",Consumer Defensive,3,WATCH,after-hours,1.85,4160126,58.73,56.88,3.25,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 12.6% of ADV (need ≥20%),Gap +3.3% vs prior close; Above prior day high (58.09); Pre-mkt price above prior VWAP proxy (58.42),Stock +0.0% — insufficient RS edge,IV rank 100th percentile; Call/Put vol ratio 4.5×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ACGL,Arch Capital Group Ltd.,Financial Services,3,WATCH,after-hours,2.85,2106631,91.19,88.34,3.23,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.2% of ADV (need ≥20%),Gap +3.2% vs prior close; Above prior day high (90.38); Pre-mkt price above prior VWAP proxy (90.55),Stock +0.0% — insufficient RS edge,IV rank 88th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
VST,Vistra Corp.,Utilities,3,WATCH,after-hours,-4.94,3654167,148.76,153.7,-3.21,"EPS surprise -100.0%; High analyst uncertainty: EPS range $1.53–$2.38 (42% spread); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.6% of ADV (need ≥20%),Gap -3.2% vs prior close,Stock +0.0% — insufficient RS edge,ATM IV 51% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
UNP,Union Pacific Corporation,Industrials,3,WATCH,after-hours,8.42,2783930,272.32,263.9,3.19,"EPS surprise -100.0%; Strong analyst consensus: 11 analysts, EPS $4.78 tight range (±8%); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 9.0% of ADV (need ≥20%),Gap +3.2% vs prior close; Above prior day high (268.83); Testing/reclaiming 50-day MA (259.66); Pre-mkt price above prior VWAP proxy (270.31),Stock +0.0% — insufficient RS edge,IV rank 52th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
NRG,"NRG Energy, Inc.",Utilities,3,WATCH,after-hours,-4.19,1717804,129.2,133.39,-3.14,"EPS surprise -100.0%; High analyst uncertainty: EPS range $3.98–$5.91 (40% spread); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.2% of ADV (need ≥20%),Gap -3.1% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 82th percentile; Call/Put vol ratio 5.3×; ATM IV 58% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
GEV,GE Vernova Inc.,Utilities,3,WATCH,after-hours,-29.72,2983431,933.61,963.33,-3.09,"EPS surprise -100.0%; Analyst downgrade today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 12.5% of ADV (need ≥20%),Gap -3.1% vs prior close,Stock +0.0% — insufficient RS edge,ATM IV 55% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
IBKR,"Interactive Brokers Group, Inc.",Financial Services,3,WATCH,after-hours,-2.66,4019542,84.4,87.06,-3.06,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 7.2% of ADV (need ≥20%),Gap -3.1% vs prior close,Stock +0.0% — insufficient RS edge,ATM IV 64% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
WELL,Welltower Inc.,Real Estate,3,WATCH,after-hours,6.08,2423509,206.93,200.85,3.03,"EPS surprise -100.0%; Analyst downgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.3% of ADV (need ≥20%),Gap +3.0% vs prior close; Above prior day high (204.01); Pre-mkt price above prior VWAP proxy (205.78),Stock +0.0% — insufficient RS edge,IV rank 82th percentile; Call/Put vol ratio 3.6×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
STLD,"Steel Dynamics, Inc.",Basic Materials,3,WATCH,after-hours,-8.35,1108397,268.5,276.85,-3.02,"EPS surprise -100.0%; High analyst uncertainty: EPS range $2.62–$3.40 (25% spread); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 10.3% of ADV (need ≥20%),Gap -3.0% vs prior close,Stock +0.0% — insufficient RS edge,ATM IV 52% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
OXY,Occidental Petroleum Corporation,Energy,3,WATCH,after-hours,-1.74,7066612,56.93,58.67,-2.97,"EPS surprise -100.0%; High analyst uncertainty: EPS range $0.84–$1.18 (34% spread); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.3% of ADV (need ≥20%),Gap -3.0% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 78th percentile; Call/Put vol ratio 5.2×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
WAT,Waters Corporation,Healthcare,3,WATCH,after-hours,-11.11,671218,365.36,376.47,-2.95,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.3% of ADV (need ≥20%),Gap -3.0% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 92th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ADM,Archer-Daniels-Midland Company,Consumer Defensive,3,WATCH,after-hours,-2.45,2271629,80.92,83.37,-2.94,"EPS surprise -100.0%; High analyst uncertainty: EPS range $1.17–$1.50 (26% spread); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.3% of ADV (need ≥20%),Gap -2.9% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 61th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
CINF,Cincinnati Financial Corporation,Financial Services,3,WATCH,after-hours,4.63,475681,165.29,160.66,2.88,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 7.4% of ADV (need ≥20%),Gap +2.9% vs prior close; Above prior day high (162.38); Testing/reclaiming 50-day MA (162.67); Testing/reclaiming 200-day MA (161.38); Pre-mkt price above prior VWAP proxy (164.36),Stock +0.0% — insufficient RS edge,IV rank 51th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
HCA,"HCA Healthcare, Inc.",Healthcare,3,WATCH,after-hours,10.3,1787380,372.13,361.83,2.85,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 10.1% of ADV (need ≥20%),Gap +2.8% vs prior close; Above prior day high (369.25); Pre-mkt price above prior VWAP proxy (369.82),Stock +0.0% — insufficient RS edge,IV rank 88th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AIG,"American International Group, Inc.",Financial Services,3,WATCH,after-hours,2.05,3136227,75.49,73.44,2.79,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.8% of ADV (need ≥20%),Gap +2.8% vs prior close; Above prior day high (74.88); Pre-mkt price above prior VWAP proxy (75.06),Stock +0.0% — insufficient RS edge,IV rank 51th percentile; ATM IV 51% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AJG,Arthur J. Gallagher & Co.,Financial Services,3,WATCH,after-hours,5.84,1073408,216.14,210.3,2.78,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.0% of ADV (need ≥20%),Gap +2.8% vs prior close; Above prior day high (212.52); Testing/reclaiming 50-day MA (210.35); Pre-mkt price above prior VWAP proxy (214.99),Stock +0.0% — insufficient RS edge,IV rank 61th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,3,WATCH,after-hours,2.62,1544327,96.74,94.12,2.78,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 7.5% of ADV (need ≥20%),Gap +2.8% vs prior close; Above prior day high (95.30); Testing/reclaiming 50-day MA (94.87); Pre-mkt price above prior VWAP proxy (96.32),Stock +0.0% — insufficient RS edge,IV rank 78th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
EMR,Emerson Electric Co.,Industrials,3,WATCH,after-hours,-3.94,2232612,138.12,142.06,-2.77,"EPS surprise -100.0%; Revenue estimate +5.3% vs prior period ($5.6B avg, 5 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.1% of ADV (need ≥20%),Gap -2.8% vs prior close; Testing/reclaiming 50-day MA (138.50); Testing/reclaiming 200-day MA (137.57),Stock +0.0% — insufficient RS edge,IV rank 69th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
CPAY,"Corpay, Inc.",Technology,3,WATCH,after-hours,-9.73,410028,347.45,357.18,-2.72,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.9% of ADV (need ≥20%),Gap -2.7% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 62th percentile; ATM IV 58% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TRMB,Trimble Inc.,Technology,3,WATCH,after-hours,-1.51,2362861,54.19,55.7,-2.71,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.3% of ADV (need ≥20%),Gap -2.7% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 81th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ADBE,Adobe Inc.,Technology,3,WATCH,after-hours,-7.01,4721544,251.44,258.45,-2.71,"EPS surprise -100.0%; Strong analyst consensus: 14 analysts, EPS $7.54 tight range (±4%); Analyst maintain today; 1 article(s) — ""Previewing the 2026 Q2 Earnings Season"" (Zacks Investment Research)",Pre-mkt vol 9.5% of ADV (need ≥20%),Gap -2.7% vs prior close; Testing/reclaiming 50-day MA (246.14),Stock +0.0% — insufficient RS edge,IV rank 84th percentile; ATM IV 90% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
BX,Blackstone Inc.,Financial Services,3,WATCH,after-hours,-3.2,5521576,115.35,118.55,-2.7,"EPS surprise -100.0%; Revenue estimate +20.0% vs prior period ($5.5B avg, 1 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 10.9% of ADV (need ≥20%),Gap -2.7% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 57th percentile; ATM IV 51% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MSFT,Microsoft Corporation,Technology,3,WATCH,after-hours,-11.38,34383798,416.67,428.05,-2.66,"EPS surprise -100.0%; Revenue estimate +6.8% vs prior period ($147.4B avg, 11 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 9.3% of ADV (need ≥20%),Gap -2.7% vs prior close; Testing/reclaiming 50-day MA (408.35),Stock +0.0% — insufficient RS edge,IV rank 71th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TDY,Teledyne Technologies Incorporated,Technology,3,WATCH,after-hours,-16.32,222214,602.27,618.59,-2.64,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 7.3% of ADV (need ≥20%),Gap -2.6% vs prior close; Testing/reclaiming 200-day MA (584.79),Stock +0.0% — insufficient RS edge,IV rank 58th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MCD,McDonald's Corporation,Consumer Cyclical,3,WATCH,after-hours,7.12,5414497,279.84,272.72,2.61,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 12.4% of ADV (need ≥20%),Gap +2.6% vs prior close; Above prior day high (278.50); Pre-mkt price above prior VWAP proxy (278.33),Stock +0.0% — insufficient RS edge,IV rank 98th percentile; Call/Put vol ratio 3.3×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,3,WATCH,after-hours,4.18,3002640,165.44,161.26,2.59,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.1% of ADV (need ≥20%),Gap +2.6% vs prior close; Above prior day high (162.89); Pre-mkt price above prior VWAP proxy (164.74),Stock +0.0% — insufficient RS edge,IV rank 53th percentile; Call/Put vol ratio 29.6×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
PANW,"Palo Alto Networks, Inc.",Technology,3,WATCH,after-hours,-7.2,7456423,272.05,279.25,-2.58,"EPS surprise -100.0%; Revenue estimate +10.1% vs prior period ($4.2B avg, 12 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 7.3% of ADV (need ≥20%),Gap -2.6% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 96th percentile; ATM IV 57% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
PNW,Pinnacle West Capital Corporation,Utilities,3,WATCH,after-hours,2.58,1123545,103.06,100.48,2.57,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 9.2% of ADV (need ≥20%),Gap +2.6% vs prior close; Above prior day high (101.21); Testing/reclaiming 50-day MA (101.46); Pre-mkt price above prior VWAP proxy (102.47),Stock +0.0% — insufficient RS edge,IV rank 88th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AFL,Aflac Incorporated,Financial Services,3,WATCH,after-hours,2.95,1617854,118.24,115.29,2.56,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.5% of ADV (need ≥20%),Gap +2.6% vs prior close; Above prior day high (116.70); Testing/reclaiming 50-day MA (113.86); Pre-mkt price above prior VWAP proxy (117.25),Stock +0.0% — insufficient RS edge,IV rank 58th percentile; Call/Put vol ratio 3.4×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
LYB,LyondellBasell Industries N.V.,Basic Materials,3,WATCH,after-hours,-1.68,5783029,64.5,66.18,-2.54,"EPS surprise -100.0%; High analyst uncertainty: EPS range $1.79–$2.50 (33% spread); Analyst upgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 12.1% of ADV (need ≥20%),Gap -2.5% vs prior close,Stock +0.0% — insufficient RS edge,Call/Put vol ratio 33.5×; ATM IV 51% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
JCI,Johnson Controls International plc,Industrials,3,WATCH,after-hours,-3.75,4261349,143.65,147.4,-2.54,"EPS surprise -100.0%; Strong analyst consensus: 10 analysts, EPS $1.97 tight range (±2%); Revenue estimate +7.3% vs prior period ($7.7B avg, 4 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 11.6% of ADV (need ≥20%),Gap -2.5% vs prior close; Testing/reclaiming 50-day MA (139.46),Stock +0.0% — insufficient RS edge,IV rank 87th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
